Año;Codigo Provincia;Codigo Municipio;Municipio;Codigo Comarca;Comarca;codigo producto;grupo de cultivo;cultivo;Superficie Secano que no produce;Superficie Secano en producción;Superficie Regadío que no produce;Superficie Regadío en producción
2017;5;132;MOMBELTRAN;6;VALLE DEL TIETAR;1200/10;FRUTALES;HIGUERA;;2;12;21
2017;5;132;MOMBELTRAN;6;VALLE DEL TIETAR;1200/21;FRUTALES;CASTAÑO FRUTO;22;13;;2
2017;5;132;MOMBELTRAN;6;VALLE DEL TIETAR;1400/02;OLIVAR;OLI ACEITUNA ACEITE;12;257;;7
2017;5;133;MONSALUPE;1;AREVALO-MADRIGAL;1200/18;FRUTALES;ALMENDRO;3;;;
2017;5;134;MORALEJA DE MATACABRAS;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;1;;6
2017;5;136;MUÑICO;2;AVILA;1200/01;FRUTALES;MANZANO;;1;;
2017;5;147;NARROS DEL CASTILLO;1;AREVALO-MADRIGAL;1300/01;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA MESA;1;;;
2017;5;149;NARROS DE SALDUEÑA;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;3;;
2017;5;152;NAVA DE AREVALO;1;AREVALO-MADRIGAL;1200/21a;FRUTALES;PISTACHO;2;;;
2017;5;152;NAVA DE AREVALO;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;14;;
2017;5;153;NAVA DEL BARCO;3;BARCO AVILA-PIEDRAHITA;1200/01;FRUTALES;MANZANO;;;;35
2017;5;156;NAVAHONDILLA;6;VALLE DEL TIETAR;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;63;;
2017;5;156;NAVAHONDILLA;6;VALLE DEL TIETAR;1400/02;OLIVAR;OLI ACEITUNA ACEITE;;3;;
2017;5;158;NAVALMORAL;5;VALLE BAJO ALBERCHE;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;80;;
2017;5;163;NAVALUENGA;5;VALLE BAJO ALBERCHE;1200/01;FRUTALES;MANZANO;;;;3
2017;5;163;NAVALUENGA;5;VALLE BAJO ALBERCHE;1200/08-1;FRUTALES;MELOCOTONERO;;;;4
2017;5;163;NAVALUENGA;5;VALLE BAJO ALBERCHE;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;90;;
2017;5;166;NAVARREDONDILLA;4;GREDOS;1200/01;FRUTALES;MANZANO;;;;2
2017;5;166;NAVARREDONDILLA;4;GREDOS;1200/08-1;FRUTALES;MELOCOTONERO;;;;2
2017;5;166;NAVARREDONDILLA;4;GREDOS;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;27;;
2017;5;167;NAVARREVISCA;4;GREDOS;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;3;;
2017;5;169;NAVATALGORDO;4;GREDOS;1200/08-1;FRUTALES;MELOCOTONERO;;;;2
2017;5;169;NAVATALGORDO;4;GREDOS;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;45;;
2017;5;170;NAVATEJARES;3;BARCO AVILA-PIEDRAHITA;1200/01;FRUTALES;MANZANO;;;;4
2017;5;172;NIHARRA;2;AVILA;1200/17-6;FRUTALES;ARÁNDANO;;;1;
2017;5;174;ORBITA;1;AREVALO-MADRIGAL;1200/21a;FRUTALES;PISTACHO;7;;;
2017;5;174;ORBITA;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;2;15;3;
2017;5;175;OSO (EL);1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;4;;
2017;5;176;PADIERNOS;2;AVILA;1200/21a;FRUTALES;PISTACHO;1;;;
2017;5;178;PALACIOS DE GODA;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;4;21;3;3
2017;5;179;PAPATRIGO;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;2;;
2017;5;182;PEDRO BERNARDO;6;VALLE DEL TIETAR;1200/08-1;FRUTALES;MELOCOTONERO;;;;2
2017;5;182;PEDRO BERNARDO;6;VALLE DEL TIETAR;1200/09;FRUTALES;CIRUELO;;;;1
2017;5;182;PEDRO BERNARDO;6;VALLE DEL TIETAR;1200/10;FRUTALES;HIGUERA;10;30;;
2017;5;182;PEDRO BERNARDO;6;VALLE DEL TIETAR;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;23;;
2017;5;182;PEDRO BERNARDO;6;VALLE DEL TIETAR;1400/02;OLIVAR;OLI ACEITUNA ACEITE;31;340;;2
2017;5;185;PEÑALBA DE AVILA;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;11;;
2017;5;187;PIEDRALAVES;6;VALLE DEL TIETAR;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;21;;
2017;5;187;PIEDRALAVES;6;VALLE DEL TIETAR;1400/02;OLIVAR;OLI ACEITUNA ACEITE;9;122;;3
2017;5;189;POYALES DEL HOYO;6;VALLE DEL TIETAR;1200/10;FRUTALES;HIGUERA;;17;1;9
2017;5;189;POYALES DEL HOYO;6;VALLE DEL TIETAR;1200/18;FRUTALES;ALMENDRO;;;;1
2017;5;189;POYALES DEL HOYO;6;VALLE DEL TIETAR;1400/02;OLIVAR;OLI ACEITUNA ACEITE;3;107;;4
2017;5;190;POZANCO;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;1;;
2017;5;192;PUERTO CASTILLA;3;BARCO AVILA-PIEDRAHITA;1200/17-5;FRUTALES;FRAMBUESO;;;;2
2017;5;194;RIOCABADO;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;1;;
2017;5;198;SALVADIOS;1;AREVALO-MADRIGAL;1200/21a;FRUTALES;PISTACHO;7;;;
2017;5;201;SAN BARTOLOME DE PINARES;5;VALLE BAJO ALBERCHE;1200/08-1;FRUTALES;MELOCOTONERO;;;;1
2017;5;201;SAN BARTOLOME DE PINARES;5;VALLE BAJO ALBERCHE;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;77;;
2017;5;204;SANCHIDRIAN;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;2;;
2017;5;207;SAN ESTEBAN DEL VALLE;6;VALLE DEL TIETAR;1200/07;FRUTALES;CEREZO Y GUINDO;;;;1
2017;5;207;SAN ESTEBAN DEL VALLE;6;VALLE DEL TIETAR;1200/10;FRUTALES;HIGUERA;;2;;6
2017;5;207;SAN ESTEBAN DEL VALLE;6;VALLE DEL TIETAR;1200/21;FRUTALES;CASTAÑO FRUTO;;;;3
2017;5;207;SAN ESTEBAN DEL VALLE;6;VALLE DEL TIETAR;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;116;;
2017;5;207;SAN ESTEBAN DEL VALLE;6;VALLE DEL TIETAR;1400/02;OLIVAR;OLI ACEITUNA ACEITE;17;248;;4
2017;5;208;SAN ESTEBAN DE ZAPARDIEL;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;8;;
2017;5;211;SAN JUAN DE LA NAVA;5;VALLE BAJO ALBERCHE;1200/01;FRUTALES;MANZANO;;;;1
2017;5;211;SAN JUAN DE LA NAVA;5;VALLE BAJO ALBERCHE;1200/02;FRUTALES;PERAL;;;;1
2017;5;211;SAN JUAN DE LA NAVA;5;VALLE BAJO ALBERCHE;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;97;;
2017;5;212;SAN JUAN DEL MOLINILLO;4;GREDOS;1200/01;FRUTALES;MANZANO;;;;1
2017;5;212;SAN JUAN DEL MOLINILLO;4;GREDOS;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;8;;
2017;5;219;SAN PASCUAL;1;AREVALO-MADRIGAL;1200/18;FRUTALES;ALMENDRO;1;;;
2017;5;221;SANTA CRUZ DEL VALLE;6;VALLE DEL TIETAR;1200/07;FRUTALES;CEREZO Y GUINDO;;;;1
2017;5;221;SANTA CRUZ DEL VALLE;6;VALLE DEL TIETAR;1200/10;FRUTALES;HIGUERA;;;2;2
2017;5;221;SANTA CRUZ DEL VALLE;6;VALLE DEL TIETAR;1200/21;FRUTALES;CASTAÑO FRUTO;;;;2
2017;5;221;SANTA CRUZ DEL VALLE;6;VALLE DEL TIETAR;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;31;;
2017;5;221;SANTA CRUZ DEL VALLE;6;VALLE DEL TIETAR;1400/02;OLIVAR;OLI ACEITUNA ACEITE;6;109;;4
2017;5;222;SANTA CRUZ DE PINARES;5;VALLE BAJO ALBERCHE;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;23;;
2017;5;227;SANTA MARIA DEL TIETAR;6;VALLE DEL TIETAR;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;50;;
2017;5;227;SANTA MARIA DEL TIETAR;6;VALLE DEL TIETAR;1400/02;OLIVAR;OLI ACEITUNA ACEITE;5;24;;1
2017;5;229;SANTO DOMINGO DE LAS POSADAS;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;1;;
2017;5;231;SAN VICENTE DE AREVALO;1;AREVALO-MADRIGAL;1200/18;FRUTALES;ALMENDRO;;2;;
2017;5;231;SAN VICENTE DE AREVALO;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;1;;
2017;5;235;SINLABAJOS;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;5;;
2017;5;236;SOLANA DE AVILA;3;BARCO AVILA-PIEDRAHITA;1200/21;FRUTALES;CASTAÑO FRUTO;;2;;
2017;5;238;SOLOSANCHO;2;AVILA;1200/19;FRUTALES;NOGAL;;1;;
2017;5;240;SOTILLO DE LA ADRADA;6;VALLE DEL TIETAR;1200/10;FRUTALES;HIGUERA;;3;;
2017;5;240;SOTILLO DE LA ADRADA;6;VALLE DEL TIETAR;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;259;;
2017;5;240;SOTILLO DE LA ADRADA;6;VALLE DEL TIETAR;1400/02;OLIVAR;OLI ACEITUNA ACEITE;14;119;;2
2017;5;241;TIEMBLO (EL);5;VALLE BAJO ALBERCHE;1200/02;FRUTALES;PERAL;;;;1
2017;5;241;TIEMBLO (EL);5;VALLE BAJO ALBERCHE;1200/21a;FRUTALES;PISTACHO;2;;;
2017;5;241;TIEMBLO (EL);5;VALLE BAJO ALBERCHE;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;258;;
2017;5;241;TIEMBLO (EL);5;VALLE BAJO ALBERCHE;1400/02;OLIVAR;OLI ACEITUNA ACEITE;2;12;;1
2017;5;242;TIÑOSILLOS;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;18;;
2017;5;243;TOLBAÑOS;2;AVILA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;2;;
2017;5;244;TORMELLAS;3;BARCO AVILA-PIEDRAHITA;1200/01;FRUTALES;MANZANO;;;;15
2017;5;249;UMBRIAS;3;BARCO AVILA-PIEDRAHITA;1200/01;FRUTALES;MANZANO;;;;1
2017;5;253;VEGA DE SANTA MARIA;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;2;;
2017;5;258;VILLANUEVA DE GOMEZ;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;4;;
2017;5;262;VILLAREJO DEL VALLE;6;VALLE DEL TIETAR;1200/07;FRUTALES;CEREZO Y GUINDO;;;;1
2017;5;262;VILLAREJO DEL VALLE;6;VALLE DEL TIETAR;1200/10;FRUTALES;HIGUERA;;6;;1
2017;5;262;VILLAREJO DEL VALLE;6;VALLE DEL TIETAR;1200/21;FRUTALES;CASTAÑO FRUTO;;;;1
2017;5;262;VILLAREJO DEL VALLE;6;VALLE DEL TIETAR;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;40;;
2017;5;262;VILLAREJO DEL VALLE;6;VALLE DEL TIETAR;1400/02;OLIVAR;OLI ACEITUNA ACEITE;8;110;;1
2017;5;264;VIÑEGRA DE MORAÑA;1;AREVALO-MADRIGAL;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;1;;
2017;5;267;ZAPARDIEL DE LA RIBERA;4;GREDOS;1200/01;FRUTALES;MANZANO;;;;1
2017;5;267;ZAPARDIEL DE LA RIBERA;4;GREDOS;1200/07;FRUTALES;CEREZO Y GUINDO;;;;2
2017;5;901;SAN JUAN DE GREDOS;4;GREDOS;1200/19;FRUTALES;NOGAL;;1;;
2017;5;905;VILLANUEVA DE AVILA;4;GREDOS;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;32;;
2017;9;3;ADRADA DE HAZA;4;LA RIBERA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;18;;
2017;9;6;AGUAS CANDIDAS;2;BUREBA-EBRO;1200/01;FRUTALES;MANZANO;;61;;20
2017;9;6;AGUAS CANDIDAS;2;BUREBA-EBRO;1200/02;FRUTALES;PERAL;;4;;1
2017;9;6;AGUAS CANDIDAS;2;BUREBA-EBRO;1200/07;FRUTALES;CEREZO Y GUINDO;1;36;1;1
2017;9;6;AGUAS CANDIDAS;2;BUREBA-EBRO;1200/09;FRUTALES;CIRUELO;;3;;1
2017;9;6;AGUAS CANDIDAS;2;BUREBA-EBRO;1200/19;FRUTALES;NOGAL;;3;;
2017;9;7;AGUILAR DE BUREBA;2;BUREBA-EBRO;1200/01;FRUTALES;MANZANO;1;;;
2017;9;7;AGUILAR DE BUREBA;2;BUREBA-EBRO;1200/19;FRUTALES;NOGAL;1;1;;
2017;9;9;ALBILLOS;8;ARLANZON;1200/19;FRUTALES;NOGAL;;1;;
2017;9;9;ALBILLOS;8;ARLANZON;1450/10;OTROS CULTIVOS LEÑOSOS;OTROS;1;;;
2017;9;14;ALTOS (LOS);7;PARAMOS;1200/19;FRUTALES;NOGAL;1;;;
2017;9;17;ANGUIX;4;LA RIBERA;1200/18;FRUTALES;ALMENDRO;;1;;
2017;9;17;ANGUIX;4;LA RIBERA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;12;549;;
2017;9;18;ARANDA DE DUERO;4;LA RIBERA;1200/01;FRUTALES;MANZANO;;;;5
2017;9;18;ARANDA DE DUERO;4;LA RIBERA;1200/02;FRUTALES;PERAL;;;;1
2017;9;18;ARANDA DE DUERO;4;LA RIBERA;1200/18;FRUTALES;ALMENDRO;;2;;
2017;9;18;ARANDA DE DUERO;4;LA RIBERA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;48;1276;;
2017;9;19;ARANDILLA;4;LA RIBERA;1200/01;FRUTALES;MANZANO;;;;1
2017;9;19;ARANDILLA;4;LA RIBERA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;24;;
2017;9;20;ARAUZO DE MIEL;3;DEMANDA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;1;;
2017;9;21;ARAUZO DE SALCE;3;DEMANDA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;8;;
2017;9;22;ARAUZO DE TORRE;3;DEMANDA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;34;;
2017;9;23;ARCOS;8;ARLANZON;1450/10;OTROS CULTIVOS LEÑOSOS;OTROS;2;;;
2017;9;24;ARENILLAS DE RIOPISUERGA;6;PISUERGA;1200/18;FRUTALES;ALMENDRO;;1;;
2017;9;24;ARENILLAS DE RIOPISUERGA;6;PISUERGA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;1;;
2017;9;26;ARLANZON;8;ARLANZON;1200/01;FRUTALES;MANZANO;;;;1
2017;9;26;ARLANZON;8;ARLANZON;1200/19;FRUTALES;NOGAL;18;;;
2017;9;32;AVELLANOSA DE MUÑO;5;ARLANZA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;13;;
2017;9;33;BAHABON DE ESGUEVA;5;ARLANZA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;4;;
2017;9;33;BAHABON DE ESGUEVA;5;ARLANZA;1450/10;OTROS CULTIVOS LEÑOSOS;OTROS;4;4;;
2017;9;34;BALBASES (LOS);6;PISUERGA;1200/07;FRUTALES;CEREZO Y GUINDO;;1;;
2017;9;34;BALBASES (LOS);6;PISUERGA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;3;10;;
2017;9;34;BALBASES (LOS);6;PISUERGA;1450/10;OTROS CULTIVOS LEÑOSOS;OTROS;;4;;
2017;9;35;BAÑOS DE VALDEARADOS;4;LA RIBERA;1200/01;FRUTALES;MANZANO;;;;1
2017;9;35;BAÑOS DE VALDEARADOS;4;LA RIBERA;1200/18;FRUTALES;ALMENDRO;;1;;
2017;9;35;BAÑOS DE VALDEARADOS;4;LA RIBERA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;2;340;;
2017;9;38;BARBADILLO DEL MERCADO;3;DEMANDA;1200/01;FRUTALES;MANZANO;;;;1
2017;9;41;BARRIO DE MUÑO;6;PISUERGA;1200/01;FRUTALES;MANZANO;;1;;
2017;9;43;BARRIOS DE BUREBA (LOS);2;BUREBA-EBRO;1200/01;FRUTALES;MANZANO;;1;;
2017;9;43;BARRIOS DE BUREBA (LOS);2;BUREBA-EBRO;1200/19;FRUTALES;NOGAL;;1;;
2017;9;47;BELBIMBRE;6;PISUERGA;1200/01;FRUTALES;MANZANO;;1;;
2017;9;47;BELBIMBRE;6;PISUERGA;1200/18;FRUTALES;ALMENDRO;;1;;
2017;9;48;BELORADO;2;BUREBA-EBRO;1200/01;FRUTALES;MANZANO;;;;1
2017;9;48;BELORADO;2;BUREBA-EBRO;1200/02;FRUTALES;PERAL;;;;1
2017;9;48;BELORADO;2;BUREBA-EBRO;1200/09;FRUTALES;CIRUELO;;1;;
2017;9;48;BELORADO;2;BUREBA-EBRO;1200/19;FRUTALES;NOGAL;;1;;
2017;9;48;BELORADO;2;BUREBA-EBRO;1500/00;VIVEROS;VIVEROS;;;;2
2017;9;51;BERLANGAS DE ROA;4;LA RIBERA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;4;27;;4
2017;9;55;BRAZACORTA;4;LA RIBERA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;14;;
2017;9;55;BRAZACORTA;4;LA RIBERA;1450/10;OTROS CULTIVOS LEÑOSOS;OTROS;6;;;
2017;9;56;BRIVIESCA;2;BUREBA-EBRO;1200/01;FRUTALES;MANZANO;;1;;1
2017;9;56;BRIVIESCA;2;BUREBA-EBRO;1200/02;FRUTALES;PERAL;;1;;
2017;9;56;BRIVIESCA;2;BUREBA-EBRO;1200/19;FRUTALES;NOGAL;1;1;;
2017;9;57;BUGEDO;2;BUREBA-EBRO;1200/01;FRUTALES;MANZANO;;1;;
2017;9;59;BURGOS;8;ARLANZON;1200/01;FRUTALES;MANZANO;;;;1
2017;9;59;BURGOS;8;ARLANZON;1200/19;FRUTALES;NOGAL;2;1;;
2017;9;59;BURGOS;8;ARLANZON;1500/00;VIVEROS;VIVEROS;;;4;
2017;9;61;CABAÑES DE ESGUEVA;5;ARLANZA;1200/01;FRUTALES;MANZANO;1;;;
2017;9;61;CABAÑES DE ESGUEVA;5;ARLANZA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;1;;
2017;9;64;CALERUEGA;4;LA RIBERA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;5;55;;
2017;9;64;CALERUEGA;4;LA RIBERA;1450/10;OTROS CULTIVOS LEÑOSOS;OTROS;14;;;
2017;9;65;CAMPILLO DE ARANDA;4;LA RIBERA;1200/18;FRUTALES;ALMENDRO;;1;;
2017;9;65;CAMPILLO DE ARANDA;4;LA RIBERA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;7;92;;
2017;9;66;CAMPOLARA;3;DEMANDA;1200/01;FRUTALES;MANZANO;;;;1
2017;9;68;CANTABRANA;2;BUREBA-EBRO;1200/01;FRUTALES;MANZANO;;5;;2
2017;9;68;CANTABRANA;2;BUREBA-EBRO;1200/02;FRUTALES;PERAL;;1;;
2017;9;68;CANTABRANA;2;BUREBA-EBRO;1200/07;FRUTALES;CEREZO Y GUINDO;;13;;1
2017;9;72;CARCEDO DE BURGOS;8;ARLANZON;1200/01;FRUTALES;MANZANO;;1;;
2017;9;73;CARDEÑADIJO;8;ARLANZON;1200/19;FRUTALES;NOGAL;2;;;
2017;9;77;CASCAJARES DE BUREBA;2;BUREBA-EBRO;1200/01;FRUTALES;MANZANO;;1;;
2017;9;85;CASTRILLO DE LA VEGA;4;LA RIBERA;1200/01;FRUTALES;MANZANO;;;;1
2017;9;85;CASTRILLO DE LA VEGA;4;LA RIBERA;1200/18;FRUTALES;ALMENDRO;1;;;
2017;9;85;CASTRILLO DE LA VEGA;4;LA RIBERA;1200/19;FRUTALES;NOGAL;3;;;
2017;9;85;CASTRILLO DE LA VEGA;4;LA RIBERA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;10;470;;
2017;9;90;CASTRILLO MOTA DE JUDIOS;6;PISUERGA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;1;;
2017;9;91;CASTROJERIZ;6;PISUERGA;1200/01;FRUTALES;MANZANO;1;1;;
2017;9;91;CASTROJERIZ;6;PISUERGA;1200/18;FRUTALES;ALMENDRO;1;1;;
2017;9;91;CASTROJERIZ;6;PISUERGA;1200/19;FRUTALES;NOGAL;1;2;;
2017;9;91;CASTROJERIZ;6;PISUERGA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;14;;
2017;9;93;CAYUELA;8;ARLANZON;1200/01;FRUTALES;MANZANO;;;;1
2017;9;94;CEBRECOS;5;ARLANZA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;7;;
2017;9;101;CIADONCHA;5;ARLANZA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;2;;
2017;9;103;CILLERUELO DE ABAJO;5;ARLANZA;1200/01;FRUTALES;MANZANO;;1;;
2017;9;103;CILLERUELO DE ABAJO;5;ARLANZA;1200/18;FRUTALES;ALMENDRO;;1;;
2017;9;103;CILLERUELO DE ABAJO;5;ARLANZA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;6;;
2017;9;104;CILLERUELO DE ARRIBA;5;ARLANZA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;5;;
2017;9;104;CILLERUELO DE ARRIBA;5;ARLANZA;1450/10;OTROS CULTIVOS LEÑOSOS;OTROS;7;;;
2017;9;105;CIRUELOS DE CERVERA;5;ARLANZA;1200/19;FRUTALES;NOGAL;1;;;
2017;9;105;CIRUELOS DE CERVERA;5;ARLANZA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;6;;
2017;9;105;CIRUELOS DE CERVERA;5;ARLANZA;1450/10;OTROS CULTIVOS LEÑOSOS;OTROS;10;5;;
2017;9;109;CONDADO DE TREVIÑO;2;BUREBA-EBRO;1200/01;FRUTALES;MANZANO;;3;;1
2017;9;109;CONDADO DE TREVIÑO;2;BUREBA-EBRO;1200/18;FRUTALES;ALMENDRO;;1;;
2017;9;109;CONDADO DE TREVIÑO;2;BUREBA-EBRO;1200/19;FRUTALES;NOGAL;;1;;
2017;9;109;CONDADO DE TREVIÑO;2;BUREBA-EBRO;1450/10;OTROS CULTIVOS LEÑOSOS;OTROS;4;;;
2017;9;110;CONTRERAS;3;DEMANDA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;2;;
2017;9;112;CORUÑA DEL CONDE;4;LA RIBERA;1200/01;FRUTALES;MANZANO;1;;;
2017;9;112;CORUÑA DEL CONDE;4;LA RIBERA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;127;;
2017;9;113;COVARRUBIAS;5;ARLANZA;1200/01;FRUTALES;MANZANO;;1;;
2017;9;113;COVARRUBIAS;5;ARLANZA;1200/02;FRUTALES;PERAL;;;;1
2017;9;113;COVARRUBIAS;5;ARLANZA;1200/07;FRUTALES;CEREZO Y GUINDO;;43;;1
2017;9;113;COVARRUBIAS;5;ARLANZA;1200/18;FRUTALES;ALMENDRO;;18;;
2017;9;113;COVARRUBIAS;5;ARLANZA;1200/19;FRUTALES;NOGAL;;5;;
2017;9;113;COVARRUBIAS;5;ARLANZA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;82;;
2017;9;117;CUEVA DE ROA (LA);4;LA RIBERA;1200/19;FRUTALES;NOGAL;;;1;
2017;9;117;CUEVA DE ROA (LA);4;LA RIBERA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;3;69;20;24
2017;9;122;ESPINOSA DE CERVERA;3;DEMANDA;1450/10;OTROS CULTIVOS LEÑOSOS;OTROS;;3;;
2017;9;125;ESTEPAR;8;ARLANZON;1200/01;FRUTALES;MANZANO;;;;1
2017;9;125;ESTEPAR;8;ARLANZON;1200/19;FRUTALES;NOGAL;;;1;
2017;9;127;FONTIOSO;5;ARLANZA;1300/02;VIÑEDO OCUPACIÓN PRINCIPAL;VIÑEDO DE UVA VINO;;6;;
2017;9;128;FRANDOVINEZ;8;ARLANZON;1200/01;FRUTALES;MANZANO;;1;;
2017;9;129;FRESNEDA DE LA SIERRA TIRON;3;DEMANDA;1200/19;FRUTALES;NOGAL;29;;;
